id,shannon,richness
L7-0401,2.0,4.0
L7-0403,2.3219280948873626,5.0
L7-0407,2.3219280948873626,5.0
L7-0408,2.3219280948873626,5.0
L7-0410,2.3219280948873626,5.0
L7-0411,2.3219280948873626,5.0
L7-0415,2.3219280948873626,5.0
L7-0419,2.3219280948873626,5.0
L7-0421,2.3219280948873626,5.0
L7-0427,2.3219280948873626,5.0
L7-0435,0.0,0.0
L7-0437,2.3219280948873626,5.0
L7-0443,2.3219280948873626,5.0
L7-0451,2.3219280948873626,5.0
L7-0459,0.0,0.0
L7-0463,2.3219280948873626,5.0
L7-0466,2.3219280948873626,5.0
L7-0471,2.3219280948873626,5.0
L7-0478,2.3219280948873626,5.0
L7-0479,2.3219280948873626,5.0
L7-0480,2.0,4.0
L7-0481,2.0,4.0
L7-0486,2.0,4.0
L7-0487,2.3219280948873626,5.0
L7-0489,2.0,4.0
L7-0493,2.0,4.0
L7-0495,2.3219280948873626,5.0
L7-0503,2.3219280948873626,5.0
L7-0504,2.3219280948873626,5.0
L7-0509,0.0,0.0
L7-0510,0.0,0.0
L7-0514,0.0,0.0
L7-0515,2.3219280948873626,5.0
L7-0519,0.0,0.0
L7-0520,0.0,0.0
L7-0521,2.3219280948873626,5.0
L7-0523,2.3219280948873626,5.0
L7-0527,0.0,0.0
L7-0529,2.3219280948873626,5.0
L7-0530,2.3219280948873626,5.0
L7-0535,2.3219280948873626,5.0
L7-0543,2.3219280948873626,5.0
L7-0545,2.0,4.0
L7-0546,2.3219280948873626,5.0
L7-0551,2.3219280948873626,5.0
L7-0559,2.0,4.0
L7-0567,2.0,4.0
L7-0573,2.0,4.0
L7-0579,2.0,4.0
L7-0580,2.0,4.0
L7-0586,2.0,4.0
L7-0587,0.0,0.0
L7-0593,2.3219280948873626,5.0
L7-0594,2.3219280948873626,5.0
L7-0601,2.3219280948873626,5.0
L7-0602,2.3219280948873626,5.0
L7-0605,0.0,0.0
L7-0609,2.3219280948873626,5.0
L7-0617,2.0,4.0
L7-0623,2.3219280948873626,5.0
L7-0624,2.3219280948873626,5.0
L7-0625,2.3219280948873626,5.0
L7-0626,2.3219280948873626,5.0
L7-0627,2.3219280948873626,5.0
L7-0629,2.3219280948873626,5.0
L7-0631,2.3219280948873626,5.0
L7-0633,2.3219280948873626,5.0
L7-0635,2.3219280948873626,5.0
L7-0639,2.3219280948873626,5.0
L7-0640,2.3219280948873626,5.0
L7-0641,2.3219280948873626,5.0
L7-0647,2.3219280948873626,5.0
L7-0648,2.3219280948873626,5.0
L7-0649,2.3219280948873626,5.0
L7-0653,2.3219280948873626,5.0
L7-0655,2.3219280948873626,5.0
L7-0661,2.3219280948873626,5.0
L7-0662,2.3219280948873626,5.0
L7-0666,2.3219280948873626,5.0
L7-0669,2.3219280948873626,5.0
L7-0672,2.3219280948873626,5.0
L7-0677,2.3219280948873626,5.0
L7-0678,2.3219280948873626,5.0
L7-0679,2.0,4.0
L7-0680,2.3219280948873626,5.0
L7-0681,2.0,4.0
L7-0683,2.3219280948873626,5.0
L7-0685,2.3219280948873626,5.0
L7-0693,2.0,4.0
L7-0699,2.0,4.0
L7-0705,2.0,4.0
L7-0708,2.0,4.0
L7-0711,1.584962500721156,3.0
L7-0713,2.0,4.0
L7-0717,2.0,4.0
L7-0719,2.0,4.0
L7-0723,2.0,4.0
L7-0724,2.0,4.0
L7-0729,0.0,0.0
L7-0735,1.584962500721156,3.0
L7-0737,2.0,4.0
L7-0741,0.0,0.0
L7-0745,2.3219280948873626,5.0
L7-0748,2.0,4.0
L7-0751,0.0,0.0
L7-0755,2.3219280948873626,5.0
L7-0763,2.3219280948873626,5.0
L7-0764,2.3219280948873626,5.0
L7-0767,0.0,0.0
L7-0769,2.3219280948873626,5.0
L7-0777,2.3219280948873626,5.0
L7-0783,2.0,4.0
L7-0789,2.3219280948873626,5.0
L7-0794,2.3219280948873626,5.0
L7-0795,2.3219280948873626,5.0
L7-0796,2.3219280948873626,5.0
L7-0801,2.3219280948873626,5.0
L7-0802,2.0,4.0
L7-0809,2.3219280948873626,5.0
L7-0811,0.0,0.0
L7-0815,0.0,0.0
L7-0816,0.0,0.0
L7-0817,2.3219280948873626,5.0
L7-0818,0.0,0.0
L7-0819,2.3219280948873626,5.0
L7-0827,2.3219280948873626,5.0
L7-0829,2.3219280948873626,5.0
L7-0830,2.3219280948873626,5.0
L7-0835,2.0,4.0
L7-0836,1.584962500721156,3.0
L7-0842,2.0,4.0
L7-0843,2.3219280948873626,5.0
L7-0844,2.0,4.0
L7-0845,2.3219280948873626,5.0
L7-0846,2.3219280948873626,5.0
L7-0854,2.3219280948873626,5.0
L7-0859,0.0,0.0
L7-0862,2.3219280948873626,5.0
L7-0863,2.3219280948873626,5.0
L7-0866,2.3219280948873626,5.0
L7-0868,2.3219280948873626,5.0
L7-0874,2.3219280948873626,5.0
L7-0875,2.0,4.0
L7-0880,2.3219280948873626,5.0
L7-0888,2.0,4.0
L7-0896,2.0,4.0
L7-0898,2.0,4.0
L7-0900,2.0,4.0
L7-0904,2.0,4.0
L7-0905,2.0,4.0
L7-0910,2.0,4.0
L7-0912,2.0,4.0
L7-0916,2.0,4.0
L7-0920,2.0,4.0
L7-0921,2.3219280948873626,5.0
L7-0922,2.0,4.0
L7-0925,2.0,4.0
L7-0926,2.3219280948873626,5.0
L7-0929,2.0,4.0
L7-0934,2.0,4.0
L7-0937,2.0,4.0
L7-0940,2.0,4.0
L7-0946,2.0,4.0
L7-0948,2.0,4.0
L7-0949,2.0,4.0
L7-0950,2.0,4.0
L7-0952,2.0,4.0
L7-0957,2.3219280948873626,5.0
L7-0958,2.3219280948873626,5.0
L7-0960,2.3219280948873626,5.0
L7-0964,1.584962500721156,3.0
L7-0970,2.0,4.0
L7-0973,2.3219280948873626,5.0
L7-0976,2.0,4.0
L7-0978,0.0,0.0
L7-0979,0.0,0.0
L7-0983,2.3219280948873626,5.0
L7-0984,0.0,0.0
L7-0990,0.0,0.0
L7-0993,2.3219280948873626,5.0
L7-0994,0.0,0.0
L7-0999,2.0,4.0
L7-1000,2.0,4.0
L7-1005,2.0,4.0
L7-1011,2.0,4.0
L7-1013,2.0,4.0
L7-1014,1.584962500721156,3.0
L7-1017,0.0,0.0
L7-1018,2.3219280948873626,5.0
L7-1021,2.0,4.0
L7-1025,2.3219280948873626,5.0
L7-1026,2.3219280948873626,5.0
L7-1027,2.3219280948873626,5.0
L7-1035,2.3219280948873626,5.0
L7-1037,2.0,4.0
L7-1041,2.0,4.0
L7-1047,2.0,4.0
L7-1049,2.0,4.0
L7-1050,2.0,4.0
L7-1051,2.0,4.0
L7-1053,2.0,4.0
L7-1054,2.0,4.0
L7-1059,2.3219280948873626,5.0
L7-1062,2.3219280948873626,5.0
L7-1063,0.0,0.0
L7-1067,2.3219280948873626,5.0
L7-1068,2.0,4.0
L7-1069,0.0,0.0
L7-1070,2.0,4.0
L7-1071,0.0,0.0
L7-1072,2.0,4.0
L7-1073,2.0,4.0
L7-1075,2.0,4.0
L7-1081,2.0,4.0
L7-1087,2.0,4.0
L7-1093,2.0,4.0
L7-1101,2.0,4.0
L7-1107,2.0,4.0
L7-1113,2.0,4.0
L7-1117,2.0,4.0
L7-1123,2.0,4.0
L7-1129,2.3219280948873626,5.0
L7-1133,2.0,4.0
L7-1134,2.0,4.0
L7-1139,2.3219280948873626,5.0
L7-1141,2.3219280948873626,5.0
L7-1145,2.3219280948873626,5.0
L7-1146,2.3219280948873626,5.0
L7-1153,2.0,4.0
L7-1159,2.0,4.0
L7-1165,2.3219280948873626,5.0
L7-1173,2.3219280948873626,5.0
L7-1175,2.0,4.0
L7-1179,2.0,4.0
L7-1180,2.0,4.0
L7-1185,1.584962500721156,3.0
L7-1187,2.0,4.0
L7-1191,1.584962500721156,3.0
L7-1192,1.584962500721156,3.0
L7-1193,2.0,4.0
L7-1197,2.0,4.0
L7-1198,1.584962500721156,3.0
L7-1199,2.0,4.0
L7-1201,2.0,4.0
L7-1203,2.0,4.0
L7-1204,2.0,4.0
L7-1205,2.0,4.0
L7-1209,2.0,4.0
L7-1210,2.0,4.0
L7-1215,2.0,4.0
L7-1220,2.0,4.0
L7-1221,2.0,4.0
L7-1227,2.0,4.0
L7-1233,2.0,4.0
L7-1239,2.0,4.0
L7-1245,2.0,4.0
L7-1246,2.0,4.0
L7-1247,2.0,4.0
L7-1248,2.0,4.0
L7-1250,0.0,0.0
L7-1251,2.0,4.0
L7-1253,2.0,4.0
L7-1255,2.0,4.0
L7-1257,2.0,4.0
L7-1263,2.0,4.0
L7-1269,2.0,4.0
L7-1275,2.0,4.0
L7-1281,2.0,4.0
L7-1282,2.0,4.0
L7-1287,2.0,4.0
L7-1291,2.0,4.0
L7-1293,2.0,4.0
L7-1295,2.0,4.0
L7-1299,0.0,0.0
L7-1303,2.0,4.0
L7-1309,2.3219280948873626,5.0
L7-1310,2.3219280948873626,5.0
L7-1312,1.584962500721156,3.0
L7-1315,2.3219280948873626,5.0
L7-1317,2.3219280948873626,5.0
L7-1319,-0.0,1.0
L7-1320,2.0,4.0
L7-1325,2.0,4.0
L7-1326,2.3219280948873626,5.0
L7-1331,2.3219280948873626,5.0
L7-1332,2.3219280948873626,5.0
L7-1336,2.3219280948873626,5.0
L7-1342,2.0,4.0
L7-1343,2.0,4.0
L7-1348,2.0,4.0
L7-1356,2.0,4.0
L7-1357,2.0,4.0
L7-1358,2.0,4.0
L7-1361,2.3219280948873626,5.0
L7-1363,2.0,4.0
L7-1367,2.3219280948873626,5.0
L7-1375,2.3219280948873626,5.0
L7-1383,2.3219280948873626,5.0
L7-1385,0.0,0.0
L7-1387,0.0,0.0
L7-1393,2.3219280948873626,5.0
L7-1401,2.3219280948873626,5.0
L7-1409,0.0,0.0
L7-1415,2.3219280948873626,5.0
L7-1418,2.3219280948873626,5.0
L7-1423,2.3219280948873626,5.0
L7-1425,2.3219280948873626,5.0
L7-1426,2.3219280948873626,5.0
L7-1427,0.0,0.0
L7-1430,0.0,0.0
L7-1431,2.3219280948873626,5.0
L7-1432,2.3219280948873626,5.0
L7-1434,2.3219280948873626,5.0
L7-1435,2.3219280948873626,5.0
L7-1439,2.0,4.0
L7-1444,2.3219280948873626,5.0
L7-1447,2.3219280948873626,5.0
L7-1453,2.0,4.0
L7-1455,2.0,4.0
L7-1459,2.0,4.0
L7-1465,2.0,4.0
L7-1467,2.0,4.0
L7-1479,0.0,0.0
L7-1485,1.584962500721156,3.0
L7-1491,0.0,0.0
L7-1497,0.0,0.0
L7-1499,2.0,4.0
L7-1507,0.0,0.0
L7-1509,1.584962500721156,3.0
L7-1510,1.584962500721156,3.0
L7-1515,1.584962500721156,3.0
L7-1517,1.584962500721156,3.0
L7-1519,1.584962500721156,3.0
L7-1523,0.0,0.0
L7-1529,0.0,0.0
L7-1535,2.0,4.0
L7-1541,0.0,0.0
L7-1542,2.0,4.0
L7-1547,0.0,0.0
L7-1548,2.0,4.0
L7-1554,1.584962500721156,3.0
L7-1558,1.584962500721156,3.0
L7-1560,2.0,4.0
L7-1566,2.0,4.0
L7-1572,0.0,0.0
L7-1574,2.0,4.0
L7-1578,1.584962500721156,3.0
L7-1580,2.0,4.0
L7-1581,2.0,4.0
L7-1582,0.0,0.0
L7-1584,2.0,4.0
L7-1585,2.0,4.0
L7-1586,0.0,0.0
L7-1587,2.0,4.0
L7-1588,0.0,0.0
L7-1590,2.0,4.0
L7-1591,2.0,4.0
L7-1594,0.0,0.0
L7-1596,2.0,4.0
L7-1599,2.0,4.0
L7-1600,2.0,4.0
L7-1601,2.0,4.0
L7-1606,1.584962500721156,3.0
L7-1612,2.0,4.0
L7-1614,0.0,0.0
L7-1615,1.584962500721156,3.0
L7-1616,2.0,4.0
L7-1620,2.0,4.0
L7-1621,0.0,0.0
L7-1623,2.0,4.0
L7-1624,2.3219280948873626,5.0
L7-1625,2.3219280948873626,5.0
L7-1626,2.0,4.0
L7-1629,0.0,0.0
L7-1630,2.0,4.0
L7-1635,2.3219280948873626,5.0
L7-1636,2.0,4.0
L7-1637,2.3219280948873626,5.0
L7-1639,2.0,4.0
L7-1641,0.0,0.0
L7-1642,2.0,4.0
L7-1645,0.0,0.0
L7-1646,1.584962500721156,3.0
L7-1648,2.0,4.0
L7-1651,2.3219280948873626,5.0
L7-1657,2.0,4.0
L7-1658,0.0,0.0
L7-1659,2.0,4.0
L7-1661,2.3219280948873626,5.0
L7-1663,2.3219280948873626,5.0
L7-1665,2.3219280948873626,5.0
L7-1669,2.0,4.0
L7-1670,2.3219280948873626,5.0
L7-1675,2.3219280948873626,5.0
L7-1681,0.0,0.0
L7-1687,2.0,4.0
L7-1693,2.3219280948873626,5.0
L7-1698,0.0,0.0
L7-1699,2.3219280948873626,5.0
L7-1705,2.0,4.0
L7-1706,2.0,4.0
L7-1707,2.0,4.0
L7-1710,2.0,4.0
L7-1711,1.584962500721156,3.0
L7-1717,1.584962500721156,3.0
L7-1718,2.0,4.0
L7-1723,2.3219280948873626,5.0
L7-1725,2.3219280948873626,5.0
L7-1726,2.3219280948873626,5.0
L7-1731,2.3219280948873626,5.0
L7-1734,2.3219280948873626,5.0
L7-1735,2.3219280948873626,5.0
L7-1737,2.3219280948873626,5.0
L7-1743,2.3219280948873626,5.0
L7-1749,2.3219280948873626,5.0
L7-1750,2.3219280948873626,5.0
L7-1751,2.3219280948873626,5.0
L7-1752,2.3219280948873626,5.0
L7-1755,2.3219280948873626,5.0
L7-1758,2.3219280948873626,5.0
L7-1761,0.0,0.0
L7-1765,2.3219280948873626,5.0
L7-1769,0.0,0.0
L7-1773,0.0,0.0
L7-1775,2.3219280948873626,5.0
L7-1783,2.3219280948873626,5.0
L7-1785,2.0,4.0
L7-1787,2.0,4.0
L7-1800,2.3219280948873626,5.0
L7-1802,2.3219280948873626,5.0
L7-1808,2.3219280948873626,5.0
L7-1810,2.0,4.0
L7-1816,0.0,0.0
L7-1818,2.0,4.0
L7-1824,0.0,0.0
L7-1825,0.0,0.0
L7-1826,0.0,0.0
L7-1827,0.0,0.0
L7-1829,2.0,4.0
L7-1830,0.0,0.0
L7-1831,0.0,0.0
L7-1832,1.584962500721156,3.0
L7-1833,0.0,0.0
L7-1834,0.0,0.0
L7-1835,2.0,4.0
L7-1836,0.0,0.0
L7-1837,2.0,4.0
L7-1838,2.0,4.0
L7-1842,0.0,0.0
L7-1843,0.0,0.0
L7-1844,0.0,0.0
L7-1845,2.0,4.0
L7-1846,2.0,4.0
L7-1848,0.0,0.0
L7-1850,0.0,0.0
L7-1851,2.0,4.0
L7-1854,2.0,4.0
L7-1855,2.0,4.0
L7-1856,2.3219280948873626,5.0
L7-1859,2.0,4.0
L7-1860,2.0,4.0
L7-1862,2.0,4.0
L7-1863,1.584962500721156,3.0
L7-1866,1.584962500721156,3.0
L7-1868,2.0,4.0
