id,shannon,richness
L7-1187,1.584962500721156,3.0
L7-1191,1.0,2.0
L7-1192,1.0,2.0
L7-1193,1.584962500721156,3.0
L7-1197,1.584962500721156,3.0
L7-1198,1.0,2.0
L7-1199,1.584962500721156,3.0
L7-1201,1.584962500721156,3.0
L7-1203,1.584962500721156,3.0
L7-1204,1.584962500721156,3.0
L7-1205,1.584962500721156,3.0
L7-1209,1.584962500721156,3.0
L7-1210,1.584962500721156,3.0
L7-1215,1.584962500721156,3.0
L7-1220,1.584962500721156,3.0
L7-1221,1.584962500721156,3.0
L7-1227,1.584962500721156,3.0
L7-1233,1.584962500721156,3.0
L7-1239,1.584962500721156,3.0
L7-1245,1.584962500721156,3.0
L7-1246,1.584962500721156,3.0
L7-1247,1.584962500721156,3.0
L7-1248,1.584962500721156,3.0
L7-1250,-0.0,1.0
L7-1251,1.584962500721156,3.0
L7-1253,1.584962500721156,3.0
L7-1255,1.584962500721156,3.0
L7-1257,1.584962500721156,3.0
L7-1263,1.584962500721156,3.0
L7-1269,1.584962500721156,3.0
L7-1275,1.584962500721156,3.0
L7-1281,1.584962500721156,3.0
L7-1282,1.584962500721156,3.0
L7-1287,1.584962500721156,3.0
L7-1291,1.584962500721156,3.0
L7-1293,1.584962500721156,3.0
L7-1295,1.584962500721156,3.0
L7-1299,-0.0,1.0
L7-1303,1.584962500721156,3.0
L7-1309,2.0,4.0
L7-1310,2.0,4.0
L7-1312,1.0,2.0
L7-1315,1.584962500721156,3.0
L7-1317,1.584962500721156,3.0
L7-1319,0.0,0.0
L7-1320,1.584962500721156,3.0
L7-1325,1.584962500721156,3.0
L7-1326,1.584962500721156,3.0
L7-1331,1.584962500721156,3.0
L7-1332,1.584962500721156,3.0
L7-1336,1.584962500721156,3.0
L7-1342,0.0,0.0
L7-1343,0.0,0.0
L7-1348,0.0,0.0
L7-1356,0.0,0.0
L7-1357,0.0,0.0
L7-1358,0.0,0.0
L7-1361,1.584962500721156,3.0
L7-1363,0.0,0.0
L7-1367,2.0,4.0
L7-1375,2.0,4.0
L7-1383,2.0,4.0
L7-1385,0.0,0.0
L7-1387,0.0,0.0
L7-1393,1.584962500721156,3.0
L7-1401,2.0,4.0
L7-1409,-0.0,1.0
L7-1415,1.584962500721156,3.0
L7-1418,1.584962500721156,3.0
L7-1423,1.584962500721156,3.0
L7-1425,2.0,4.0
L7-1426,2.0,4.0
L7-1427,-0.0,1.0
L7-1430,-0.0,1.0
L7-1431,1.584962500721156,3.0
L7-1432,1.584962500721156,3.0
L7-1434,2.0,4.0
L7-1435,2.0,4.0
L7-1439,1.584962500721156,3.0
L7-1444,1.584962500721156,3.0
L7-1447,2.0,4.0
L7-1453,0.0,0.0
L7-1455,0.0,0.0
L7-1459,0.0,0.0
L7-1465,0.0,0.0
L7-1467,0.0,0.0
L7-1479,0.0,0.0
L7-1485,1.0,2.0
L7-1491,0.0,0.0
L7-1497,0.0,0.0
L7-1499,1.584962500721156,3.0
L7-1507,-0.0,1.0
L7-1509,1.0,2.0
L7-1510,-0.0,1.0
L7-1515,1.0,2.0
L7-1517,-0.0,1.0
L7-1519,1.0,2.0
L7-1523,-0.0,1.0
L7-1529,0.0,0.0
L7-1535,1.584962500721156,3.0
L7-1541,-0.0,1.0
L7-1542,1.584962500721156,3.0
L7-1547,-0.0,1.0
L7-1548,0.0,0.0
L7-1554,1.0,2.0
L7-1558,1.0,2.0
L7-1560,0.0,0.0
L7-1566,1.584962500721156,3.0
L7-1572,0.0,0.0
L7-1574,0.0,0.0
L7-1578,1.0,2.0
L7-1580,0.0,0.0
L7-1581,0.0,0.0
L7-1582,-0.0,1.0
L7-1584,1.584962500721156,3.0
L7-1585,1.584962500721156,3.0
L7-1586,-0.0,1.0
L7-1587,1.584962500721156,3.0
L7-1588,-0.0,1.0
L7-1590,1.584962500721156,3.0
L7-1591,1.584962500721156,3.0
L7-1594,-0.0,1.0
L7-1596,0.0,0.0
L7-1599,1.584962500721156,3.0
L7-1600,1.584962500721156,3.0
L7-1601,1.584962500721156,3.0
L7-1606,1.0,2.0
L7-1612,1.584962500721156,3.0
L7-1614,0.0,0.0
L7-1615,1.0,2.0
L7-1616,1.584962500721156,3.0
L7-1620,1.584962500721156,3.0
L7-1621,0.0,0.0
L7-1623,1.584962500721156,3.0
L7-1624,2.0,4.0
L7-1625,1.584962500721156,3.0
L7-1626,0.0,0.0
L7-1629,-0.0,1.0
L7-1630,0.0,0.0
L7-1635,2.0,4.0
L7-1636,0.0,0.0
L7-1637,1.584962500721156,3.0
L7-1639,0.0,0.0
L7-1641,-0.0,1.0
L7-1642,1.584962500721156,3.0
L7-1645,-0.0,1.0
L7-1646,1.0,2.0
L7-1648,1.584962500721156,3.0
L7-1651,1.584962500721156,3.0
L7-1657,1.584962500721156,3.0
L7-1658,-0.0,1.0
L7-1659,1.584962500721156,3.0
L7-1661,1.584962500721156,3.0
L7-1663,1.584962500721156,3.0
L7-1665,1.584962500721156,3.0
L7-1669,1.0,2.0
L7-1670,1.584962500721156,3.0
L7-1675,1.584962500721156,3.0
L7-1681,0.0,0.0
L7-1687,1.584962500721156,3.0
L7-1693,1.584962500721156,3.0
L7-1698,0.0,0.0
L7-1699,1.584962500721156,3.0
L7-1705,1.584962500721156,3.0
L7-1706,1.584962500721156,3.0
L7-1707,1.584962500721156,3.0
L7-1710,1.584962500721156,3.0
L7-1711,1.0,2.0
L7-1717,1.0,2.0
L7-1718,1.584962500721156,3.0
L7-1723,2.0,4.0
L7-1725,2.0,4.0
L7-1726,1.584962500721156,3.0
L7-1731,2.0,4.0
L7-1734,2.0,4.0
L7-1735,2.0,4.0
L7-1737,2.0,4.0
L7-1743,1.584962500721156,3.0
L7-1749,2.0,4.0
L7-1750,2.0,4.0
L7-1751,2.0,4.0
L7-1752,2.0,4.0
L7-1755,2.0,4.0
L7-1758,2.0,4.0
L7-1761,0.0,0.0
L7-1765,2.0,4.0
L7-1769,-0.0,1.0
L7-1773,-0.0,1.0
L7-1775,2.0,4.0
L7-1783,2.0,4.0
L7-1785,1.584962500721156,3.0
L7-1787,1.584962500721156,3.0
L7-1800,2.0,4.0
L7-1802,2.0,4.0
L7-1808,2.0,4.0
L7-1810,1.584962500721156,3.0
L7-1816,0.0,0.0
L7-1818,1.584962500721156,3.0
L7-1824,-0.0,1.0
L7-1825,0.0,0.0
L7-1826,-0.0,1.0
L7-1827,0.0,0.0
L7-1829,1.584962500721156,3.0
L7-1830,0.0,0.0
L7-1831,-0.0,1.0
L7-1832,1.0,2.0
L7-1833,0.0,0.0
L7-1834,0.0,0.0
L7-1835,1.584962500721156,3.0
L7-1836,0.0,0.0
L7-1837,1.584962500721156,3.0
L7-1838,1.584962500721156,3.0
L7-1842,0.0,0.0
L7-1843,0.0,0.0
L7-1844,-0.0,1.0
L7-1845,1.584962500721156,3.0
L7-1846,1.584962500721156,3.0
L7-1848,0.0,0.0
L7-1850,-0.0,1.0
L7-1851,1.584962500721156,3.0
L7-1854,1.584962500721156,3.0
L7-1855,1.584962500721156,3.0
L7-1856,2.0,4.0
L7-1859,1.584962500721156,3.0
L7-1860,1.584962500721156,3.0
L7-1862,1.584962500721156,3.0
L7-1863,1.0,2.0
L7-1866,1.0,2.0
L7-1868,1.584962500721156,3.0
